room_id;room_name;room_length;room_width;room_height;lamp_id;lamp_name;x;y;z;x_norm;y_norm;z_norm
37VWGMOVT9FOlS6Zj$wGJP;1.04b;2.6475000000003064;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22CH;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3330490;6.532;18.489;5.6450000000000005;0.5023607176598813;0.5025125628140694;0.8962962962962963
37VWGMOVT9FOlS6Zj$wGJP;1.04b;2.6475000000003064;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22Db;63_lf_Thorneco ELSA LED 600 1200 WH:TH1:3330510;5.76183740878118;19.578;5.495;0.2114588890597942;0.9999999999999983;0.8407407407407406
37VWGMOVT9FOlS6Zj$wGJQ;1.05b;2.6475000000005036;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22D9;64_DD_ledige leiding:ledige leiding:3330530;5.452;10.790000000000001;4.745;0.0944287063284881;0.0004568296025588041;0.5629629629629629
37VWGMOVT9FOlS6Zj$wGJQ;1.05b;2.6475000000005036;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22D8;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3330531;6.532;11.889000000000001;5.6450000000000005;0.5023607176598552;0.502512562814071;0.8962962962962963
37VWGMOVT9FOlS6Zj$wGJQ;1.05b;2.6475000000005036;2.189;2.7000000000000006;0$SMXsjU51Ke549i4V22DS;63_lf_Thorneco ELSA LED 600 1200 WH:TH1:3330551;5.76183740878117;12.978;5.495;0.21145888905978585;1.0;0.8407407407407406
37VWGMOVT9FOlS6Zj$wGJR;1.01b;2.6475000000002016;2.1594999999996247;2.7000000000000006;0$SMXsjU51Ke549i4V22JT;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3331702;6.532;38.289;5.6450000000000005;0.5023607176598787;0.5089141004857545;0.8962962962962963
37VWGMOVT9FOlS6Zj$wGJR;1.01b;2.6475000000002016;2.1594999999996247;2.7000000000000006;0$SMXsjU51Ke549i4V22GX;63_lf_Thorneco ELSA LED 600 1200 WH:TH1:3331722;5.76183740878121;39.3495000000008;5.495;0.21145888905979118;0.9999999999999868;0.8407407407407406
37VWGMOVT9FOlS6Zj$wGKa;1.14a;2.95675000000119;4.1060000000016075;2.7000000000000006;3FnynADi99dvfBYZcaNJDA;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3291615;2.3317499999993;48.421;2.38;0.4517629153630515;0.2350219191417702;-0.31296296296296294
37VWGMOVT9FOlS6Zj$wGKa;1.14a;2.95675000000119;4.1060000000016075;2.7000000000000006;3FnynADi99dvfBYZcaNJD5;63_LF_Trilux Aviella C07 OA 2000-830:TR1:3291616;3.5317499999993003;48.421;2.38;0.8576139342180501;0.2350219191417702;-0.31296296296296294
37VWGMOVT9FOlS6Zj$wGKa;1.14a;2.95675000000119;4.1060000000016075;2.7000000000000006;3o1fODsJ14zOYZu8QzZXeT;63_LF_Sylvania start eco surf mw2050 840:S1:3332201;2.3890000000000002;49.608674817543395;5.825;0.4711253910544955;0.5242754061225132;0.9629629629629628
37VWGMOVT9FOlS6Zj$wGKa;1.14a;2.95675000000119;4.1060000000016075;2.7000000000000006;2vl4OGL611DRo1pQCUVB8j;64_DD_ledige leiding:ledige leiding:3392769;3.95275000000008;50.137;3.525;0.9999999999999425;0.6529469069643054;0.11111111111111102
37VWGMOVT9FOlS6Zj$wGKa;1.14a;2.95675000000119;4.1060000000016075;2.7000000000000006;2vl4OGL611DRo1pQCUVB8k;64_DD_ledige leiding:ledige leiding:3392770;3.95275000000008;50.387;3.525;0.9999999999999425;0.7138334145142085;0.11111111111111102
